timeWindowStart,views,ttr,dailyUniqueVisitors
2024-07-02T20:00:00,8,707.034,87
2024-07-02T21:00:00,11,378.169,93
2024-07-02T22:00:00,8,667.487,100
2024-07-02T23:00:00,3,160.134,106
2024-07-03T00:00:00,8,279.437,105
2024-07-03T01:00:00,11,492.418,101
2024-07-03T02:00:00,8,260.558,93
2024-07-03T03:00:00,17,1260.375,89
2024-07-03T04:00:00,21,1673.652,93
2024-07-03T05:00:00,2,255.267,89
2024-07-03T06:00:00,5,231.263,82
2024-07-03T07:00:00,4,325.03,83
2024-07-03T09:00:00,2,117.332,84
2024-07-03T10:00:00,1,297.622,86
2024-07-03T11:00:00,1,33.034,87
2024-07-03T12:00:00,2,318.493,87
2024-07-03T13:00:00,3,429.785,88
2024-07-03T16:00:00,1,0.0,88
2024-07-03T18:00:00,2,212.578,88
2024-07-03T19:00:00,8,430.071,85
2024-07-03T20:00:00,8,695.541,87
2024-07-03T21:00:00,15,1271.477,88
2024-07-03T22:00:00,6,178.818,89
2024-07-03T23:00:00,5,262.629,90
2024-07-04T00:00:00,6,384.978,90
2024-07-04T01:00:00,17,1180.057,88
2024-07-04T02:00:00,7,699.27,91
2024-07-04T03:00:00,22,341.79,89
2024-07-04T04:00:00,13,525.821,86
2024-07-04T05:00:00,9,1210.855,87
2024-07-04T06:00:00,1,42.781,90
2024-07-04T07:00:00,7,291.088,90
2024-07-04T08:00:00,1,7.219,88
2024-07-04T09:00:00,2,1.001,89
2024-07-04T10:00:00,1,52.957,88
2024-07-04T16:00:00,1,64.293,84
2024-07-04T18:00:00,3,150.378,84
2024-07-04T19:00:00,4,608.859,84
2024-07-04T20:00:00,8,48.475,81
2024-07-04T21:00:00,8,250.117,83
2024-07-04T22:00:00,22,952.824,82
2024-07-04T23:00:00,4,73.222,86
2024-07-05T00:00:00,10,1169.185,83
2024-07-05T01:00:00,19,1236.244,85
2024-07-05T02:00:00,13,1172.191,83
2024-07-05T03:00:00,9,564.987,86
2024-07-05T04:00:00,3,68.976,84
2024-07-05T05:00:00,6,248.373,76
2024-07-05T06:00:00,1,50.295,77
2024-07-05T07:00:00,2,18.153,77
2024-07-05T08:00:00,2,202.187,78
2024-07-05T09:00:00,0,4.195,77
2024-07-05T11:00:00,1,21.104,76
2024-07-05T17:00:00,2,183.813,76
2024-07-05T18:00:00,1,197.392,77
2024-07-05T22:00:00,1,13.623,61
2024-07-05T23:00:00,4,89.779,55
2024-07-06T00:00:00,1,0.0,55
2024-07-06T03:00:00,2,4.733,27
2024-07-06T05:00:00,1,2.871,19
2024-07-06T10:00:00,1,24.256,10
2024-07-06T14:00:00,1,153.332,10
2024-07-06T17:00:00,2,102.679,11
2024-07-06T21:00:00,1,3.645,10
2024-07-07T00:00:00,2,101.552,7
2024-07-07T01:00:00,2,32.954,7
2024-07-07T02:00:00,3,404.106,9
2024-07-07T03:00:00,0,1.022,12
2024-07-07T04:00:00,2,25.494,11
2024-07-07T05:00:00,2,142.798,13
2024-07-07T06:00:00,0,5.156,13
2024-07-07T08:00:00,2,107.302,13
2024-07-07T17:00:00,1,76.791,11
2024-07-07T19:00:00,4,114.258,11
2024-07-07T20:00:00,9,357.676,13
2024-07-07T21:00:00,11,687.44,21
2024-07-07T22:00:00,9,516.508,31
2024-07-07T23:00:00,4,89.887,38
2024-07-08T00:00:00,6,562.447,42
2024-07-08T01:00:00,5,298.328,47
2024-07-08T02:00:00,12,238.839,49
2024-07-08T03:00:00,9,729.089,58
2024-07-08T04:00:00,8,582.911,65
2024-07-08T05:00:00,2,623.502,69
2024-07-08T06:00:00,9,472.23,69
2024-07-08T07:00:00,0,22.968,74
2024-07-08T08:00:00,2,51.207,74
2024-07-08T09:00:00,2,64.088,74
2024-07-08T12:00:00,1,93.744,76
2024-07-08T14:00:00,1,54.23,77
2024-07-08T17:00:00,3,212.769,78
2024-07-08T18:00:00,4,84.629,78
2024-07-08T19:00:00,1,99.819,81
2024-07-08T20:00:00,5,60.386,80
2024-07-08T21:00:00,6,330.238,75
2024-07-08T22:00:00,4,105.432,72
2024-07-08T23:00:00,6,187.041,70
2024-07-09T00:00:00,4,137.95,69
2024-07-09T01:00:00,13,1283.103,65
2024-07-09T02:00:00,5,370.2,69
2024-07-09T03:00:00,17,607.146,63
2024-07-09T04:00:00,11,584.006,64
2024-07-09T05:00:00,2,124.275,62
2024-07-09T06:00:00,4,229.89,63
2024-07-09T07:00:00,2,346.032,64
2024-07-09T08:00:00,4,261.832,66
2024-07-09T09:00:00,1,0.0,67
2024-07-09T10:00:00,2,76.572,66
2024-07-09T11:00:00,1,13.863,66
2024-07-09T12:00:00,1,4.402,67
2024-07-09T14:00:00,1,0.0,67
2024-07-09T17:00:00,1,178.307,67
2024-07-09T18:00:00,4,255.444,67
2024-07-09T19:00:00,6,793.626,65
2024-07-09T20:00:00,9,774.068,66
2024-07-09T21:00:00,12,648.071,69
2024-07-09T22:00:00,18,849.08,72
2024-07-09T23:00:00,2,23.167,81
2024-07-10T00:00:00,9,679.155,81
2024-07-10T01:00:00,18,2516.139,83
2024-07-10T02:00:00,12,1236.964,88
2024-07-10T03:00:00,12,1404.221,93
2024-07-10T04:00:00,9,854.922,95
2024-07-10T05:00:00,3,366.346,94
2024-07-10T06:00:00,10,473.466,94
2024-07-10T08:00:00,1,35.592,96
2024-07-10T09:00:00,1,44.357,94
2024-07-10T10:00:00,3,548.698,94
2024-07-10T12:00:00,1,30.519,94
2024-07-10T16:00:00,2,365.805,93
2024-07-10T17:00:00,2,124.736,95
