timeWindowStart,views,ttr,dailyUniqueVisitors
2023-02-03T19:00:00,8,655.782,101
2023-02-03T20:00:00,2,1433.354,107
2023-02-03T21:00:00,3,31.604,109
2023-02-03T22:00:00,2,89.726,112
2023-02-03T23:00:00,5,199.936,111
2023-02-04T00:00:00,2,159.021,111
2023-02-04T01:00:00,2,51.102,104
2023-02-04T02:00:00,3,199.754,99
2023-02-04T03:00:00,2,250.952,95
2023-02-04T04:00:00,2,88.848,89
2023-02-04T05:00:00,0,3.816,81
2023-02-04T07:00:00,1,16.105,76
2023-02-04T09:00:00,1,0.0,68
2023-02-04T10:00:00,3,164.24,64
2023-02-04T11:00:00,0,1.003,62
2023-02-04T12:00:00,2,49.428,56
2023-02-04T13:00:00,1,111.343,56
2023-02-04T14:00:00,1,278.507,54
2023-02-04T15:00:00,2,31.054,50
2023-02-04T16:00:00,2,65.567,46
2023-02-04T17:00:00,1,73.284,45
2023-02-04T18:00:00,1,0.0,40
2023-02-04T19:00:00,1,178.424,39
2023-02-04T21:00:00,1,35.119,34
2023-02-04T23:00:00,4,57.413,30
2023-02-05T00:00:00,1,28.445,30
2023-02-05T02:00:00,3,3.611,27
2023-02-05T03:00:00,1,5.266,27
2023-02-05T04:00:00,3,17.677,26
2023-02-05T05:00:00,1,27.667,27
2023-02-05T06:00:00,2,52.84,28
2023-02-05T07:00:00,6,575.913,30
2023-02-05T08:00:00,2,59.531,32
2023-02-05T09:00:00,5,362.22,34
2023-02-05T10:00:00,4,222.101,36
2023-02-05T11:00:00,3,7.018,36
2023-02-05T12:00:00,9,683.765,37
2023-02-05T13:00:00,4,9.176,36
2023-02-05T15:00:00,2,25.572,39
2023-02-05T16:00:00,2,240.845,39
2023-02-05T17:00:00,1,0.0,39
2023-02-05T18:00:00,1,218.464,38
2023-02-05T19:00:00,1,2.872,38
2023-02-05T20:00:00,4,532.518,38
2023-02-05T21:00:00,9,335.692,42
2023-02-05T22:00:00,6,582.089,47
2023-02-05T23:00:00,5,372.632,53
2023-02-06T00:00:00,8,1491.16,55
2023-02-06T01:00:00,8,521.243,58
2023-02-06T02:00:00,8,545.025,65
2023-02-06T03:00:00,11,347.293,68
2023-02-06T04:00:00,5,156.815,77
2023-02-06T05:00:00,1,41.308,77
2023-02-06T06:00:00,6,38.863,77
2023-02-06T07:00:00,17,777.792,80
2023-02-06T08:00:00,12,481.576,87
2023-02-06T09:00:00,12,284.623,96
2023-02-06T10:00:00,7,544.026,105
2023-02-06T11:00:00,9,867.283,108
2023-02-06T12:00:00,3,224.73,115
2023-02-06T13:00:00,5,27.148,116
2023-02-06T14:00:00,6,596.434,116
2023-02-06T15:00:00,7,564.004,122
2023-02-06T16:00:00,3,91.103,126
2023-02-06T17:00:00,3,94.884,127
2023-02-06T18:00:00,9,582.245,129
2023-02-06T19:00:00,8,243.361,137
2023-02-06T20:00:00,11,339.208,144
2023-02-06T21:00:00,16,844.822,151
2023-02-06T22:00:00,7,238.257,152
2023-02-06T23:00:00,8,618.619,152
2023-02-07T00:00:00,9,967.298,153
2023-02-07T01:00:00,7,249.847,157
2023-02-07T02:00:00,4,830.785,154
2023-02-07T03:00:00,8,581.804,153
2023-02-07T04:00:00,9,940.683,149
2023-02-07T05:00:00,6,1229.459,151
2023-02-07T06:00:00,9,1176.334,155
2023-02-07T07:00:00,8,765.553,155
2023-02-07T08:00:00,5,1258.423,152
2023-02-07T09:00:00,5,377.022,149
2023-02-07T10:00:00,19,1211.492,143
2023-02-07T11:00:00,7,244.801,142
2023-02-07T12:00:00,8,713.706,141
2023-02-07T13:00:00,18,358.497,144
2023-02-07T14:00:00,10,390.033,147
2023-02-07T15:00:00,10,435.56,149
2023-02-07T16:00:00,5,365.878,147
2023-02-07T17:00:00,10,666.088,149
2023-02-07T18:00:00,9,299.221,154
2023-02-07T19:00:00,13,231.621,150
2023-02-07T20:00:00,7,278.311,150
2023-02-07T21:00:00,7,484.646,144
2023-02-07T22:00:00,4,97.08,144
2023-02-07T23:00:00,6,521.387,142
2023-02-08T00:00:00,6,253.553,138
2023-02-08T01:00:00,9,365.857,138
2023-02-08T02:00:00,4,535.211,138
2023-02-08T03:00:00,12,265.356,140
2023-02-08T04:00:00,16,669.651,140
2023-02-08T05:00:00,11,640.81,143
2023-02-08T06:00:00,10,623.21,147
2023-02-08T07:00:00,6,626.485,148
2023-02-08T08:00:00,2,287.11,146
2023-02-08T09:00:00,11,97.224,143
2023-02-08T10:00:00,14,254.933,147
