timeWindowStart,views,ttr,dailyUniqueVisitors
2023-12-04T19:00:00,11,92.381,27
2023-12-04T20:00:00,3,274.77,31
2023-12-04T21:00:00,4,96.176,34
2023-12-04T22:00:00,4,342.421,37
2023-12-04T23:00:00,7,550.718,39
2023-12-05T00:00:00,6,73.752,40
2023-12-05T01:00:00,8,605.696,44
2023-12-05T02:00:00,8,778.355,47
2023-12-05T03:00:00,2,53.803,48
2023-12-05T04:00:00,2,23.901,46
2023-12-05T05:00:00,1,3.256,44
2023-12-05T07:00:00,1,0.0,42
2023-12-05T08:00:00,1,0.0,42
2023-12-05T10:00:00,1,0.0,42
2023-12-05T19:00:00,16,812.924,41
2023-12-05T20:00:00,3,93.895,45
2023-12-05T21:00:00,6,246.146,44
2023-12-05T22:00:00,3,440.662,45
2023-12-05T23:00:00,8,302.476,45
2023-12-06T00:00:00,5,194.383,49
2023-12-06T01:00:00,7,287.927,48
2023-12-06T02:00:00,11,746.06,46
2023-12-06T03:00:00,7,111.372,47
2023-12-06T04:00:00,5,477.753,50
2023-12-06T05:00:00,4,179.224,52
2023-12-06T06:00:00,2,198.579,54
2023-12-06T07:00:00,2,74.501,56
2023-12-06T08:00:00,0,1.009,57
2023-12-06T09:00:00,1,1.008,56
2023-12-06T14:00:00,1,0.0,56
2023-12-06T17:00:00,1,0.0,57
2023-12-06T18:00:00,5,344.961,57
2023-12-06T19:00:00,5,198.382,59
2023-12-06T20:00:00,4,1107.436,57
2023-12-06T21:00:00,4,239.694,58
2023-12-06T22:00:00,2,51.131,56
2023-12-06T23:00:00,4,224.19,56
2023-12-07T00:00:00,5,535.312,54
2023-12-07T01:00:00,11,1084.53,54
2023-12-07T02:00:00,6,768.459,53
2023-12-07T03:00:00,2,133.844,51
2023-12-07T04:00:00,5,253.851,45
2023-12-07T05:00:00,1,125.032,46
2023-12-07T06:00:00,1,51.899,44
2023-12-07T07:00:00,1,0.0,43
2023-12-07T08:00:00,0,266.638,42
2023-12-07T09:00:00,2,178.872,42
2023-12-07T10:00:00,1,0.0,43
2023-12-07T11:00:00,1,19.548,44
2023-12-07T12:00:00,0,68.877,44
2023-12-07T16:00:00,1,6.095,43
2023-12-07T17:00:00,1,1.303,44
2023-12-07T18:00:00,3,5.955,44
2023-12-07T19:00:00,1,1.114,42
2023-12-07T20:00:00,5,189.256,39
2023-12-07T21:00:00,11,663.625,42
2023-12-07T22:00:00,1,240.42,44
2023-12-07T23:00:00,11,909.537,44
2023-12-08T00:00:00,7,700.989,49
2023-12-08T01:00:00,4,408.937,51
2023-12-08T02:00:00,6,321.624,51
2023-12-08T03:00:00,3,156.988,52
2023-12-08T04:00:00,2,199.825,53
2023-12-08T05:00:00,5,60.168,49
2023-12-08T06:00:00,1,66.1,52
2023-12-08T07:00:00,1,0.0,52
2023-12-08T12:00:00,1,9.279,48
2023-12-08T13:00:00,2,3.189,49
2023-12-08T17:00:00,1,1.013,49
2023-12-08T18:00:00,2,2.001,48
2023-12-08T19:00:00,0,21.103,47
2023-12-08T21:00:00,1,23.822,42
2023-12-08T22:00:00,1,160.29,37
2023-12-09T00:00:00,1,44.144,29
2023-12-09T03:00:00,1,0.0,15
2023-12-09T04:00:00,0,32.131,14
2023-12-09T05:00:00,2,168.182,12
2023-12-09T07:00:00,2,32.664,8
2023-12-09T08:00:00,1,1.001,7
2023-12-09T10:00:00,1,88.694,7
2023-12-09T14:00:00,1,2.347,7
2023-12-09T18:00:00,1,1.094,7
2023-12-09T20:00:00,1,73.337,7
2023-12-09T22:00:00,1,28.96,7
2023-12-10T01:00:00,6,296.217,6
2023-12-10T02:00:00,0,584.875,7
2023-12-10T07:00:00,2,74.483,5
2023-12-10T09:00:00,1,20.16,7
2023-12-10T10:00:00,0,1.0,8
2023-12-10T17:00:00,2,131.438,7
2023-12-10T18:00:00,1,266.519,9
2023-12-10T19:00:00,4,144.488,8
2023-12-10T20:00:00,5,420.164,11
2023-12-10T21:00:00,5,235.968,15
2023-12-10T22:00:00,2,141.534,18
2023-12-10T23:00:00,4,56.478,19
2023-12-11T00:00:00,4,147.089,22
2023-12-11T01:00:00,7,915.674,25
2023-12-11T02:00:00,10,420.38,31
2023-12-11T03:00:00,2,108.117,39
2023-12-11T04:00:00,3,55.673,41
2023-12-11T05:00:00,7,291.165,43
2023-12-11T06:00:00,4,55.313,46
2023-12-11T08:00:00,1,233.565,46
2023-12-11T10:00:00,2,61.67,46
2023-12-11T17:00:00,0,1.013,48
2023-12-11T18:00:00,3,84.552,46
2023-12-11T19:00:00,6,85.245,48
2023-12-11T20:00:00,5,117.624,46
2023-12-11T21:00:00,3,382.195,47
2023-12-11T22:00:00,6,267.937,46
2023-12-11T23:00:00,2,82.9,48
2023-12-12T00:00:00,6,280.646,46
2023-12-12T01:00:00,9,438.166,47
2023-12-12T02:00:00,6,108.282,50
2023-12-12T03:00:00,11,708.316,45
2023-12-12T04:00:00,3,75.657,51
2023-12-12T05:00:00,2,101.346,48
2023-12-12T06:00:00,2,88.055,46
2023-12-12T08:00:00,1,83.713,46
2023-12-12T09:00:00,2,136.033,46
2023-12-12T10:00:00,2,84.841,48
2023-12-12T12:00:00,1,146.327,48
2023-12-12T19:00:00,4,382.153,47
2023-12-12T20:00:00,7,534.249,48
2023-12-12T21:00:00,8,497.224,50
2023-12-12T22:00:00,2,23.662,54
2023-12-12T23:00:00,1,0.0,50
2023-12-13T00:00:00,2,97.331,49
2023-12-13T01:00:00,4,131.346,46
2023-12-13T02:00:00,12,262.225,43
2023-12-13T03:00:00,16,1635.22,43
2023-12-13T04:00:00,6,595.882,42
2023-12-13T05:00:00,1,68.208,41
2023-12-13T06:00:00,2,67.827,40
2023-12-13T09:00:00,2,267.643,39
2023-12-13T11:00:00,1,316.414,36
2023-12-13T16:00:00,4,23.42,36
2023-12-13T18:00:00,3,108.8,38
2023-12-13T19:00:00,5,46.259,40
2023-12-13T20:00:00,6,330.793,38
2023-12-13T21:00:00,6,328.55,37
2023-12-13T23:00:00,3,116.466,36
2023-12-14T00:00:00,17,498.897,38
2023-12-14T01:00:00,14,575.365,44
2023-12-14T02:00:00,7,633.099,46
2023-12-14T03:00:00,0,146.353,47
2023-12-14T04:00:00,1,175.045,43
2023-12-14T05:00:00,3,42.545,43
2023-12-14T07:00:00,0,1.001,44
2023-12-14T08:00:00,1,30.0,44
2023-12-14T13:00:00,3,4.825,43
2023-12-14T17:00:00,5,557.286,44
2023-12-14T18:00:00,2,85.326,47
2023-12-14T19:00:00,10,1339.573,48
2023-12-14T20:00:00,10,23.67,50
2023-12-14T21:00:00,9,764.107,48
2023-12-14T22:00:00,4,119.459,45
2023-12-14T23:00:00,5,200.639,48
2023-12-15T00:00:00,8,262.898,47
2023-12-15T01:00:00,8,715.115,44
2023-12-15T02:00:00,9,668.782,45
2023-12-15T03:00:00,2,167.011,44
2023-12-15T04:00:00,2,88.498,45
2023-12-15T05:00:00,1,61.768,45
2023-12-15T06:00:00,1,502.332,44
2023-12-15T07:00:00,0,1.066,45
2023-12-15T08:00:00,1,117.561,45
2023-12-15T10:00:00,1,92.838,45
2023-12-15T14:00:00,1,0.0,44
2023-12-15T15:00:00,1,0.0,45
2023-12-15T16:00:00,2,1.862,46
2023-12-15T21:00:00,1,9.412,38
2023-12-16T03:00:00,3,65.611,12
2023-12-16T08:00:00,8,253.046,8
2023-12-16T09:00:00,1,1.0,8
