postId,slug,title,creatorId,collectionId,upvotes,views,reads,createdAt,firstPublishedAt,visibility,firstPublishedAtBucket,readingTime,syndicatedViews,claps,updateNotificationSubscribers,isSeries,internalReferrerViews,friendsLinkViews,type,daysSincePublished
9f5f401e3c08,box-llama-index-reader-優れた機能-9f5f401e3c08,Box Llama-Index Reader: 優れた機能,5c489a4342f7,d4dda281ea02,0,4,3,2024-08-30T01:39:02,2024-08-30T01:39:01,PUBLIC,1724996341957,24.024,0,0,0,False,0,0,PostStat,4
837cb46fba39,box-llama-index-readerの導入-837cb46fba39,Box Llama-Index Readerの導入,5c489a4342f7,d4dda281ea02,0,12,7,2024-08-26T05:50:28,2024-08-26T05:50:28,PUBLIC,1724665828438,15.138,0,0,0,False,0,0,PostStat,8
cb3863efbc81,新機能-box-ai-for-slackの設定方法と利用方法-cb3863efbc81,[新機能] Box AI for Slackの設定方法と利用方法,5c489a4342f7,d4dda281ea02,0,15,8,2024-08-09T08:43:37,2024-08-09T08:43:37,PUBLIC,1723207417221,5.138,0,0,0,False,0,0,PostStat,25
7de8f5a162c8,gnu-parallelによるbox-cliの強化-7de8f5a162c8,GNU ParallelによるBox CLIの強化,5c489a4342f7,d4dda281ea02,0,43,23,2024-07-30T04:25:54,2024-07-30T04:25:54,PUBLIC,1722327954017,6.0793333333333335,0,0,0,False,0,0,PostStat,35
21086601cce3,シームレスな統合-box-ui-elementsとreact-18の互換性-21086601cce3,シームレスな統合 — Box UI ElementsとReact 18の互換性,5c489a4342f7,d4dda281ea02,0,13,6,2024-07-26T05:39:35,2024-07-26T05:39:35,PUBLIC,1721986775805,8.579333333333333,0,0,0,False,0,0,PostStat,39
30e5c0ffb75f,box-ui-elements-react-tailwind-css-vercelを使用したコンテンツポータルの作成-パート2-30e5c0ffb75f,Box UI Elements、React、Tailwind CSS、Vercelを使用したコンテンツポータルの作成 (パート2),5c489a4342f7,d4dda281ea02,0,8,4,2024-07-26T05:39:12,2024-07-26T05:39:12,PUBLIC,1721986752876,14.658,0,0,0,False,0,0,PostStat,39
920b4763dc34,box-postmanコレクションの更新-920b4763dc34,Box Postmanコレクションの更新,5c489a4342f7,d4dda281ea02,0,34,13,2024-07-04T21:12:04,2024-07-04T21:12:04,PUBLIC,1720141924255,3.9539999999999997,0,0,0,False,0,0,PostStat,61
7a5e48584984,box-aiを使用した構造化データの抽出-7a5e48584984,Box AIを使用した構造化データの抽出,5c489a4342f7,d4dda281ea02,0,59,27,2024-07-01T02:30:58,2024-07-01T02:30:57,PUBLIC,1719815457971,9.732,0,0,0,False,0,0,PostStat,64
6ac1e1070143,box-platform開発者エコシステムのご案内-6ac1e1070143,Box Platform開発者エコシステムのご案内,5c489a4342f7,d4dda281ea02,0,19,7,2024-06-28T22:35:29,2024-06-28T22:35:29,PUBLIC,1719628529124,8.591333333333333,0,0,0,False,0,0,PostStat,67
230d71fd155e,box-ui-elements-react-tailwind-css-vercelを使用したコンテンツポータルの作成-パート1-230d71fd155e,Box UI Elements、React、Tailwind CSS、Vercelを使用したコンテンツポータルの作成 (パート1),5c489a4342f7,d4dda281ea02,0,32,13,2024-06-27T04:59:29,2024-06-27T04:59:29,PUBLIC,1719478769809,14.780000000000001,0,0,0,False,0,0,PostStat,68
569dd8f37d99,box-sign-カスタム通知と新しいwebhook-569dd8f37d99,Box Sign: カスタム通知と新しいWebhook,5c489a4342f7,d4dda281ea02,0,5,0,2024-06-21T03:16:46,2024-06-21T03:16:46,PUBLIC,1718954206403,20.928,0,0,0,False,0,0,PostStat,74
ef72eee3b2a7,コンテンツプレビューui-element-box-aiによるユーザーエクスペリエンスの強化-ef72eee3b2a7,コンテンツプレビューUI Element: Box AIによるユーザーエクスペリエンスの強化,5c489a4342f7,d4dda281ea02,0,20,7,2024-06-12T21:58:19,2024-06-12T21:58:19,PUBLIC,1718243899644,7.716,0,0,0,False,0,0,PostStat,83
0f2d3895844b,フォルダツリーレポートについて-0f2d3895844b,フォルダツリーレポートについて,5c489a4342f7,d4dda281ea02,0,38,17,2024-06-12T21:07:53,2024-06-12T21:07:53,PUBLIC,1718240873544,12.448,0,0,0,False,0,0,PostStat,83
